TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,9,15,23.0,0.0,5XX TAYLOR ST,Central Business District,492304.88,5458594.22
Theft from Vehicle,2016,1,23,14.0,10.0,5XX TAYLOR ST,Central Business District,492304.88,5458594.22
Theft from Vehicle,2016,6,18,17.0,0.0,5XX VERNON DR,Strathcona,494234.6,5458555.99
Theft from Vehicle,2016,4,4,6.0,19.0,7XX GRANVILLE ST,Central Business District,491315.46,5458765.12
Theft from Vehicle,2016,12,11,9.0,30.0,7XX GRANVILLE ST,Central Business District,491315.46,5458765.12
Theft from Vehicle,2016,8,20,16.0,49.0,5XX STANLEY PARK DR,Stanley Park,490391.23,5460519.93
Theft from Vehicle,2016,8,27,19.0,0.0,6XX UNION ST,Strathcona,493429.52,5458303.35
Theft from Vehicle,2016,9,15,14.0,54.0,7XX GRANVILLE ST,Central Business District,491396.06,5458846.22
Other Theft,2016,9,24,12.0,17.0,11XX ROBSON ST,West End,490792.7,5459235.63
Theft from Vehicle,2016,6,10,10.0,30.0,1XX AQUARIUS MEWS,Central Business District,491339.53,5457904.99
Theft from Vehicle,2016,7,15,9.0,0.0,1XX E CORDOVA ST,Central Business District,492573.31,5458852.94
Theft from Vehicle,2016,1,1,21.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,11,6,1.0,16.0,1XX E CORDOVA ST,Central Business District,492569.37,5458843.93
Theft from Vehicle,2016,10,26,0.0,0.0,1XX E CORDOVA ST,Central Business District,492569.37,5458843.93
Theft from Vehicle,2016,10,9,0.0,3.0,1XX E CORDOVA ST,Central Business District,492569.37,5458843.93
Theft from Vehicle,2016,1,12,22.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,1,13,10.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,1,21,9.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,1,23,8.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,1,30,10.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,2,3,6.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,2,3,7.0,5.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,2,3,16.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,2,19,11.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,3,3,8.0,15.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,3,9,11.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,4,8,12.0,14.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,4,8,21.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,5,10,21.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,5,27,19.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,10,7,7.0,0.0,1XX E CORDOVA ST,Central Business District,492569.37,5458843.93
Theft from Vehicle,2016,5,29,17.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,6,19,1.0,43.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,7,24,12.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,7,24,15.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,8,1,18.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,9,11,9.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,10,1,14.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,10,24,17.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,11,29,20.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,12,31,19.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,9,23,20.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,9,28,18.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,9,29,1.0,0.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Theft from Vehicle,2016,10,2,23.0,30.0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62,5459035.92
Mischief,2016,7,24,14.0,18.0,3XX ROBSON ST,Central Business District,491562.04,5458458.29
Theft from Vehicle,2016,4,21,3.0,0.0,SHANGHAI ALLY / W PENDER ST,Central Business District,492366.45,5458654.49
Theft from Vehicle,2016,1,31,21.0,0.0,SHAUGHNESSY ST / W 71ST AVE,Marpole,490611.09,5450464.04
Mischief,2016,10,19,19.0,21.0,3XX ROBSON ST,Central Business District,491510.11,5458512.5
Mischief,2016,11,11,3.0,45.0,3XX RICHARDS ST,Central Business District,491935.6,5459107.81
Theft from Vehicle,2016,1,26,20.0,30.0,SPRUCE ST / W 11TH AVE,Fairview,490609.21,5456541.07
Mischief,2016,6,26,23.0,47.0,3XX RICHARDS ST,Central Business District,491933.12,5459105.28
Theft from Vehicle,2016,6,27,10.0,0.0,SPRUCE ST / W 13TH AVE,Fairview,490604.75,5456331.06
Theft from Vehicle,2016,7,11,21.0,30.0,SPRUCE ST / W 13TH AVE,Fairview,490604.75,5456331.06
Theft from Vehicle,2016,5,2,18.0,30.0,SPRUCE ST / W 14TH AVE,Fairview,490602.45,5456229.31
Other Theft,2016,1,3,12.0,58.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,1,26,19.0,14.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,2,20,16.0,28.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,3,8,13.0,56.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Theft from Vehicle,2016,12,11,19.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Other Theft,2016,3,10,17.0,6.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,3,12,14.0,54.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,4,19,13.0,36.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,4,28,13.0,45.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,5,3,15.0,37.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Mischief,2016,4,28,15.0,45.0,3XX RAYMUR AVE,Strathcona,494011.05,5458795.46
Mischief,2016,6,11,16.0,19.0,3XX RAILWAY ST,Strathcona,492963.55,5459098.49
Theft from Vehicle,2016,12,14,5.0,0.0,1XX ALEXANDER ST,Central Business District,492575.46,5459006.02
Theft from Vehicle,2016,12,3,22.0,30.0,1XX ALEXANDER ST,Central Business District,492575.46,5459006.02
Theft from Vehicle,2016,11,16,17.0,0.0,1XX ALEXANDER ST,Central Business District,492575.46,5459006.02
Mischief,2016,2,2,0.0,0.0,3XX RAILWAY ST,Strathcona,492893.57,5459064.23
Theft from Vehicle,2016,12,13,23.0,42.0,1XX ABBOTT ST,Central Business District,492274.31,5459062.2
Mischief,2016,9,13,12.0,4.0,3XX RAILWAY ST,Strathcona,492889.78,5459062.9
Theft from Vehicle,2016,11,26,17.0,30.0,1XX ABBOTT ST,Central Business District,492274.31,5459062.2
Theft from Vehicle,2016,11,7,21.0,31.0,1XX ABBOTT ST,Central Business District,492274.31,5459062.2
Mischief,2016,8,4,18.0,15.0,3XX PRINCESS AVE,Strathcona,493355.61,5458818.77
Theft from Vehicle,2016,11,7,0.0,0.0,1XX ABBOTT ST,Central Business District,492274.31,5459062.2
Theft from Vehicle,2016,12,17,6.0,38.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Mischief,2016,12,13,7.0,15.0,3XX PRINCESS AVE,Strathcona,493345.9,5458802.72
Mischief,2016,9,26,14.0,45.0,3XX PRINCESS AVE,Strathcona,493345.81,5458799.93
Theft from Vehicle,2016,10,22,22.0,0.0,1XX ABBOTT ST,Central Business District,492274.31,5459062.2
Theft from Vehicle,2016,12,31,21.0,0.0,1XX ABBOTT ST,Central Business District,492274.13,5459061.33
Theft from Vehicle,2016,11,10,20.0,30.0,1XX ABBOTT ST,Central Business District,492274.13,5459061.33
Theft from Vehicle,2016,11,4,21.0,17.0,1XX ABBOTT ST,Central Business District,492274.13,5459061.33
Theft from Vehicle,2016,10,21,18.0,45.0,1XX ABBOTT ST,Central Business District,492274.13,5459061.33
Theft from Vehicle,2016,7,3,12.0,51.0,1XX ABBOTT ST,Central Business District,492274.13,5459061.33
Theft from Vehicle,2016,2,7,0.0,0.0,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Theft from Vehicle,2016,3,10,16.0,45.0,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Theft from Vehicle,2016,6,17,14.0,0.0,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Theft from Vehicle,2016,10,11,18.0,30.0,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Theft from Vehicle,2016,12,15,19.0,25.0,STATION ST / TERMINAL AVE,Strathcona,492825.73,5457754.59
Theft from Vehicle,2016,11,19,20.0,0.0,5XX SMITHE ST,Central Business District,491288.56,5458511.35
Other Theft,2016,5,23,15.0,9.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,5,24,10.0,45.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,8,22,13.0,50.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Other Theft,2016,10,7,9.0,40.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Theft from Vehicle,2016,2,3,12.0,0.0,STEPHENS ST / W 2ND AVE,Kitsilano,487902.22,5457496.98
Other Theft,2016,10,25,11.0,36.0,11XX PACIFIC BLVD,Central Business District,491329.92,5457967.6
Theft from Vehicle,2016,9,25,20.0,30.0,STEPHENS ST / W 7TH AVE,Kitsilano,487891.36,5457014.16
Other Theft,2016,4,19,15.0,24.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,4,28,16.0,13.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,5,5,19.0,3.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Theft from Vehicle,2016,2,5,0.0,0.0,STEPHENS ST / W 7TH AVE,Kitsilano,487891.36,5457014.16
Other Theft,2016,7,21,15.0,42.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,8,17,12.0,2.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,10,7,19.0,21.0,11XX PACIFIC ST,West End,490200.3,5458413.7
Other Theft,2016,8,22,14.0,45.0,11XX PACIFIC ST,West End,490202.91,5458411.09
Other Theft,2016,10,10,15.0,23.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,10,22,14.0,18.0,11XX PACIFIC BLVD,Central Business District,491331.37,5457967.74
Other Theft,2016,7,27,16.0,45.0,6XX SEYMOUR ST,Central Business District,491583.62,5458890.24
Theft from Vehicle,2016,10,31,0.0,0.0,1X WATER ST,Central Business District,492396.28,5458979.54
Theft from Vehicle,2016,3,22,14.0,15.0,SW MARINE DR / W 71ST AVE,Marpole,489638.49,5450487.71
Theft from Vehicle,2016,4,3,3.0,30.0,1XX E 45TH AVE,Sunset,492459.55,5452959.95
Theft from Vehicle,2016,11,15,16.0,30.0,1XX E 43RD AVE,Sunset,492463.75,5453129.62
Theft from Vehicle,2016,6,11,22.0,15.0,SW MARINE DR / YUKON ST,Marpole,491619.42,5450905.43
Theft from Vehicle,2016,12,23,15.0,45.0,1X W CORDOVA ST,Central Business District,492387.98,5458871.66
Theft from Vehicle,2016,10,23,19.0,15.0,1X W CORDOVA ST,Central Business District,492385.36,5458872.45
Theft from Vehicle,2016,3,19,15.0,0.0,1X W CORDOVA ST,Central Business District,492385.36,5458872.45
Theft from Vehicle,2016,12,31,10.0,0.0,1X W BROADWAY AVE,Mount Pleasant,492338.25,5456696.13
Theft from Vehicle,2016,12,19,20.0,30.0,1XX E 42ND AVE,Sunset,492461.32,5453214.77
Other Theft,2016,2,10,9.0,0.0,11XX W HASTINGS ST,Central Business District,491118.6,5459543.3
Theft from Vehicle,2016,12,9,16.0,30.0,1X W 4TH AVE,Mount Pleasant,492352.67,5457180.83
Theft from Vehicle,2016,3,21,20.0,0.0,1X W 42ND AVE,Oakridge,492273.24,5453281.21
Theft from Vehicle,2016,1,6,18.0,0.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,1,17,20.0,0.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,5,4,7.0,0.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,5,9,21.0,30.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,2,1,20.0,0.0,1X W 20TH AVE,Riley Park,492337.11,5455556.21
Theft from Vehicle,2016,7,10,22.0,0.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,9,5,19.0,0.0,TAYLOR ST / W PENDER ST,Central Business District,492320.0,5458667.07
Theft from Vehicle,2016,6,8,2.0,43.0,1X W 15TH AVE,Mount Pleasant,492320.06,5456099.4
Theft from Vehicle,2016,9,25,18.0,0.0,TEMPLETON DR / TRIUMPH ST,Grandview-Woodland,495657.36,5459019.65
Mischief,2016,3,15,19.0,0.0,3XX POWELL ST,Strathcona,493039.02,5458929.32
Theft from Vehicle,2016,11,27,18.0,0.0,7XX JERVIS ST,West End,490698.86,5459410.5
Theft from Vehicle,2016,3,31,10.0,30.0,1X MIDLOTHIAN AVE,Riley Park,492214.88,5454252.93
Theft from Vehicle,2016,10,2,22.0,0.0,1X LAKEWOOD DR,Grandview-Woodland,495523.11,5459101.45
Theft from Vehicle,2016,5,19,18.0,2.0,1X KOOTENAY ST,Hastings-Sunrise,498134.86,5459096.3
Theft from Vehicle,2016,7,2,15.0,0.0,1X E PENDER ST,Central Business District,492435.99,5458646.37
Theft from Vehicle,2016,12,23,12.0,6.0,1X E HASTINGS ST,Central Business District,492435.62,5458744.22
Theft from Vehicle,2016,11,3,17.0,30.0,1X E 63RD AVE,Sunset,492285.78,5451179.26
Mischief,2016,12,15,8.0,40.0,3XX POWELL ST,Strathcona,493021.67,5458929.86
Theft from Vehicle,2016,10,21,8.0,7.0,1X ATHLETES WAY,Mount Pleasant,492372.73,5457639.77
Theft from Vehicle,2016,11,19,22.0,0.0,19XX YORK AVE,Kitsilano,489236.35,5457652.1
Theft from Vehicle,2016,8,1,17.0,0.0,19XX YORK AVE,Kitsilano,489206.89,5457652.9
Theft from Vehicle,2016,2,9,22.0,0.0,19XX YEW ST,Kitsilano,488720.79,5457372.74
Theft from Vehicle,2016,5,18,18.0,0.0,19XX YEW ST,Kitsilano,488709.68,5457300.91
Mischief,2016,7,28,18.0,31.0,3XX POWELL ST,Strathcona,492946.93,5458941.31
Other Theft,2016,8,3,5.0,52.0,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Theft from Vehicle,2016,1,3,1.0,37.0,THURLOW ST / W CORDOVA ST,Central Business District,491334.26,5459516.07
Theft from Vehicle,2016,3,26,22.0,30.0,THURLOW ST / W CORDOVA ST,Central Business District,491334.26,5459516.07
Theft from Vehicle,2016,10,8,20.0,45.0,THURLOW ST / W CORDOVA ST,Central Business District,491334.26,5459516.07
Mischief,2016,12,19,1.0,4.0,3XX POWELL ST,Strathcona,492945.45,5458941.35
Other Theft,2016,8,10,3.0,10.0,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Other Theft,2016,8,20,3.0,50.0,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Other Theft,2016,9,5,16.0,17.0,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Mischief,2016,10,7,20.0,28.0,3XX POWELL ST,Strathcona,492938.51,5458932.42
Theft from Vehicle,2016,4,15,22.0,0.0,19XX WYLIE ST,Mount Pleasant,491715.08,5457282.46
Other Theft,2016,2,4,13.0,55.0,12XX COMMERCIAL DR,Grandview-Woodland,494944.62,5457902.02
Theft from Vehicle,2016,1,24,13.0,21.0,THURLOW ST / W GEORGIA ST,West End,491045.44,5459226.39
Theft from Vehicle,2016,3,1,1.0,0.0,THURLOW ST / W GEORGIA ST,West End,491045.44,5459226.39
Theft from Vehicle,2016,3,24,20.0,30.0,THURLOW ST / W GEORGIA ST,West End,491045.44,5459226.39
Other Theft,2016,9,9,12.0,7.0,12XX COMMERCIAL DR,Grandview-Woodland,494944.66,5457903.89
Other Theft,2016,7,19,10.0,50.0,17XX ROBSON ST,West End,490184.75,5459826.57
Other Theft,2016,9,9,20.0,30.0,17XX ROBSON ST,West End,490184.75,5459826.57
Other Theft,2016,10,13,14.0,50.0,17XX ROBSON ST,West End,490184.75,5459826.57
Theft from Vehicle,2016,11,17,5.0,15.0,5XX SMITHE ST,Central Business District,491280.71,5458506.23
Theft from Vehicle,2016,10,27,18.0,0.0,19XX WILLIAM ST,Grandview-Woodland,495221.49,5457895.71
Other Theft,2016,9,17,12.0,36.0,12XX GRANVILLE ST,Central Business District,490713.56,5458170.19
Other Theft,2016,7,15,2.0,23.0,12XX GRANVILLE ST,Central Business District,490718.0,5458161.65
Mischief,2016,8,24,6.0,2.0,3XX N NANAIMO ST,Hastings-Sunrise,495896.51,5459469.46
Other Theft,2016,11,11,11.0,9.0,17XX ROBSON ST,West End,490184.75,5459826.57
Theft from Vehicle,2016,12,18,20.0,0.0,5XX SMITHE ST,Central Business District,491269.83,5458529.68
Other Theft,2016,9,6,12.0,49.0,16XX DAVIE ST,West End,489856.51,5459237.89
Other Theft,2016,9,8,16.0,18.0,16XX DAVIE ST,West End,489856.51,5459237.89
Mischief,2016,11,3,11.0,45.0,3XX N GARDEN DR,Grandview-Woodland,495798.0,5459492.67
Mischief,2016,11,3,11.0,15.0,3XX N GARDEN DR,Grandview-Woodland,495798.0,5459492.67
Other Theft,2016,9,8,16.0,20.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft from Vehicle,2016,7,6,17.0,0.0,19XX WHYTE AVE,Kitsilano,489132.13,5458073.16
Theft from Vehicle,2016,7,17,15.0,30.0,5XX SMITHE ST,Central Business District,491269.83,5458529.68
Theft from Vehicle,2016,7,19,20.0,45.0,19XX WHYTE AVE,Kitsilano,489151.38,5458072.61
Theft from Vehicle,2016,10,20,12.0,0.0,19XX W GEORGIA ST,Central Business District,490133.98,5460141.84
Theft from Vehicle,2016,4,29,9.0,0.0,5XX SMITHE ST,Central Business District,491269.83,5458529.68
Theft from Vehicle,2016,10,3,15.0,23.0,19XX W BROADWAY AVE,Kitsilano,489203.33,5456791.07
Other Theft,2016,7,19,11.0,50.0,16XX DAVIE ST,West End,489856.51,5459237.89
Other Theft,2016,10,17,17.0,8.0,16XX DAVIE ST,West End,489856.51,5459237.89
Other Theft,2016,10,28,22.0,30.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft from Vehicle,2016,3,26,14.0,0.0,5XX SMITHE ST,Central Business District,491269.83,5458529.68
Theft from Vehicle,2016,3,24,23.0,0.0,5XX SMITHE ST,Central Business District,491269.83,5458529.68
Theft from Vehicle,2016,1,8,8.0,0.0,THURLOW ST / W PENDER ST,Central Business District,491241.85,5459422.65
Theft from Vehicle,2016,8,19,7.0,20.0,THURLOW ST / W PENDER ST,Central Business District,491241.85,5459422.65
Theft from Vehicle,2016,2,15,18.0,0.0,19XX W 7TH AVE,Kitsilano,489218.29,5456977.35
Theft from Vehicle,2016,10,19,8.0,0.0,THURLOW ST / W PENDER ST,Central Business District,491241.85,5459422.65
Theft from Vehicle,2016,10,28,7.0,30.0,THURLOW ST / W PENDER ST,Central Business District,491241.85,5459422.65
Theft from Vehicle,2016,5,12,2.0,54.0,19XX W 7TH AVE,Kitsilano,489119.61,5456979.2
Other Theft,2016,6,6,18.0,22.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft from Vehicle,2016,4,14,20.0,30.0,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.34,5456714.01
Theft from Vehicle,2016,7,16,10.0,0.0,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.32,5457595.35
Theft from Vehicle,2016,7,9,0.0,0.0,TRAFALGAR ST / W 20TH AVE,Arbutus Ridge,487981.29,5455769.39
Mischief,2016,4,10,12.0,57.0,3XX MAIN ST,Central Business District,492746.37,5458765.87
Other Theft,2016,3,16,14.0,30.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft from Vehicle,2016,1,2,20.0,0.0,19XX W 5TH AVE,Kitsilano,489146.43,5457175.65
Theft from Vehicle,2016,3,13,17.0,30.0,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.97,5457298.01
Theft from Vehicle,2016,8,22,17.0,30.0,TRAFALGAR ST / W 7TH AVE,Kitsilano,488023.65,5457013.17
Theft from Vehicle,2016,2,9,19.0,0.0,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.79,5456919.11
Theft from Vehicle,2016,8,16,11.0,30.0,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.79,5456919.11
Theft from Vehicle,2016,11,4,22.0,30.0,19XX W 52ND AVE,Kerrisdale,488906.15,5452398.37
Mischief,2016,11,28,7.0,16.0,3XX MAIN ST,Central Business District,492746.32,5458764.8
Mischief,2016,9,13,8.0,52.0,3XX MAIN ST,Strathcona,492754.81,5458748.37
Theft from Vehicle,2016,9,18,16.0,45.0,19XX W 4TH AVE,Kitsilano,489229.36,5457259.89
Mischief,2016,9,9,4.0,5.0,3XX LAKEWOOD DR,Grandview-Woodland,495518.37,5458792.66
Theft from Vehicle,2016,8,31,16.0,0.0,TRIMBLE ST / W 9TH AVE,West Point Grey,485009.4,5456898.16
Theft from Vehicle,2016,9,22,10.0,0.0,19XX W 4TH AVE,Kitsilano,489190.64,5457270.01
Mischief,2016,2,12,21.0,30.0,3XX KINGSWAY AVE,Mount Pleasant,492961.95,5456376.4
